,speech,label
774,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_tip_happy.wav,happy
775,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_tire_happy.wav,happy
776,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_ton_happy.wav,happy
777,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_tool_happy.wav,happy
778,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_tough_happy.wav,happy
779,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_turn_happy.wav,happy
780,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_vine_happy.wav,happy
781,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_voice_happy.wav,happy
782,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_void_happy.wav,happy
783,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_vote_happy.wav,happy
784,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_wag_happy.wav,happy
785,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_walk_happy.wav,happy
786,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_wash_happy.wav,happy
787,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_week_happy.wav,happy
788,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_wheat_happy.wav,happy
789,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_when_happy.wav,happy
790,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_which_happy.wav,happy
791,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_whip_happy.wav,happy
792,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_white_happy.wav,happy
793,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_wife_happy.wav,happy
794,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_wire_happy.wav,happy
795,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_witch_happy.wav,happy
796,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_yearn_happy.wav,happy
797,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_yes_happy.wav,happy
798,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_young_happy.wav,happy
799,./dataset\TESS Toronto emotional speech set data\OAF_happy\OAF_youth_happy.wav,happy
800,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_back_neutral.wav,neutral
801,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_bar_neutral.wav,neutral
802,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_base_neutral.wav,neutral
803,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_bath_neutral.wav,neutral
804,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_bean_neutral.wav,neutral
805,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_beg_neutral.wav,neutral
806,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_boat_neutral.wav,neutral
807,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_bone_neutral.wav,neutral
808,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_book_neutral.wav,neutral
809,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_bought_neutral.wav,neutral
810,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_burn_neutral.wav,neutral
811,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_cab_neutral.wav,neutral
812,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_calm_neutral.wav,neutral
813,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_came_neutral.wav,neutral
814,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_cause_neutral.wav,neutral
815,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_chain_neutral.wav,neutral
816,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_chair_neutral.wav,neutral
817,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_chalk_neutral.wav,neutral
818,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_chat_neutral.wav,neutral
819,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_check_neutral.wav,neutral
820,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_cheek_neutral.wav,neutral
821,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_chief_neutral.wav,neutral
822,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_choice_neutral.wav,neutral
823,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_cool_neutral.wav,neutral
824,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_dab_neutral.wav,neutral
825,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_date_neutral.wav,neutral
826,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_dead_neutral.wav,neutral
827,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_death_neutral.wav,neutral
828,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_deep_neutral.wav,neutral
829,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_dime_neutral.wav,neutral
830,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_dip_neutral.wav,neutral
831,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_ditch_neutral.wav,neutral
832,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_dodge_neutral.wav,neutral
833,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_dog_neutral.wav,neutral
834,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_doll_neutral.wav,neutral
835,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_door_neutral.wav,neutral
836,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_fail_neutral.wav,neutral
837,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_fall_neutral.wav,neutral
838,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_far_neutral.wav,neutral
839,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_fat_neutral.wav,neutral
840,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_fit_neutral.wav,neutral
841,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_five_neutral.wav,neutral
842,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_food_neutral.wav,neutral
843,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_gap_neutral.wav,neutral
844,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_gas_neutral.wav,neutral
845,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_gaze_neutral.wav,neutral
846,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_germ_neutral.wav,neutral
847,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_get_neutral.wav,neutral
848,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_gin_neutral.wav,neutral
849,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_goal_neutral.wav,neutral
850,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_good_neutral.wav,neutral
851,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_goose_neutral.wav,neutral
852,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_gun_neutral.wav,neutral
853,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_half_neutral.wav,neutral
854,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_hall_neutral.wav,neutral
855,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_hash_neutral.wav,neutral
856,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_hate_neutral.wav,neutral
857,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_have_neutral.wav,neutral
858,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_haze_neutral.wav,neutral
859,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_hire_neutral.wav,neutral
860,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_hit_neutral.wav,neutral
861,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_hole_neutral.wav,neutral
862,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_home_neutral.wav,neutral
863,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_hurl_neutral.wav,neutral
864,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_hush_neutral.wav,neutral
865,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_jail_neutral.wav,neutral
866,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_jar_neutral.wav,neutral
867,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_join_neutral.wav,neutral
868,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_judge_neutral.wav,neutral
869,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_jug_neutral.wav,neutral
870,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_juice_neutral.wav,neutral
871,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_keen_neutral.wav,neutral
872,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_keep_neutral.wav,neutral
873,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_keg_neutral.wav,neutral
874,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_kick_neutral.wav,neutral
875,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_kill_neutral.wav,neutral
876,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_king_neutral.wav,neutral
877,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_kite_neutral.wav,neutral
878,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_knock_neutral.wav,neutral
879,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_late_neutral.wav,neutral
880,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_laud_neutral.wav,neutral
881,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_lean_neutral.wav,neutral
882,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_learn_neutral.wav,neutral
883,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_lease_neutral.wav,neutral
884,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_lid_neutral.wav,neutral
885,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_life_neutral.wav,neutral
886,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_limb_neutral.wav,neutral
887,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_live_neutral.wav,neutral
888,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_loaf_neutral.wav,neutral
889,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_long_neutral.wav,neutral
890,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_lore_neutral.wav,neutral
891,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_lose_neutral.wav,neutral
892,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_lot_neutral.wav,neutral
893,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_love_neutral.wav,neutral
894,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_luck_neutral.wav,neutral
895,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_make_neutral.wav,neutral
896,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_match_neutral.wav,neutral
897,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_merge_neutral.wav,neutral
898,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_mess_neutral.wav,neutral
899,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_met_neutral.wav,neutral
900,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_mill_neutral.wav,neutral
901,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_mob_neutral.wav,neutral
902,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_mode_neutral.wav,neutral
903,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_mood_neutral.wav,neutral
904,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_moon_neutral.wav,neutral
905,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_mop_neutral.wav,neutral
906,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_mouse_neutral.wav,neutral
907,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_nag_neutral.wav,neutral
908,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_name_neutral.wav,neutral
909,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_near_neutral.wav,neutral
910,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_neat_neutral.wav,neutral
911,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_nice_neutral.wav,neutral
912,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_note_neutral.wav,neutral
913,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_numb_neutral.wav,neutral
914,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_pad_neutral.wav,neutral
915,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_page_neutral.wav,neutral
916,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_pain_neutral.wav,neutral
917,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_pass_neutral.wav,neutral
918,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_pearl_neutral.wav,neutral
919,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_peg_neutral.wav,neutral
920,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_perch_neutral.wav,neutral
921,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_phone_neutral.wav,neutral
922,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_pick_neutral.wav,neutral
923,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_pike_neutral.wav,neutral
924,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_pole_neutral.wav,neutral
925,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_pool_neutral.wav,neutral
926,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_puff_neutral.wav,neutral
927,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_rag_neutral.wav,neutral
928,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_raid_neutral.wav,neutral
929,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_rain_neutral.wav,neutral
930,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_raise_neutral.wav,neutral
931,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_rat_neutral.wav,neutral
932,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_reach_neutral.wav,neutral
933,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_read_neutral.wav,neutral
934,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_red_neutral.wav,neutral
935,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_ring_neutral.wav,neutral
936,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_ripe_neutral.wav,neutral
937,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_road_neutral.wav,neutral
938,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_room_neutral.wav,neutral
939,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_rose_neutral.wav,neutral
940,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_rot_neutral.wav,neutral
941,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_rough_neutral.wav,neutral
942,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_rush_neutral.wav,neutral
943,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_said_neutral.wav,neutral
944,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_sail_neutral.wav,neutral
945,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_search_neutral.wav,neutral
946,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_seize_neutral.wav,neutral
947,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_sell_neutral.wav,neutral
948,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_shack_neutral.wav,neutral
949,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_shall_neutral.wav,neutral
950,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_shawl_neutral.wav,neutral
951,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_sheep_neutral.wav,neutral
952,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_shirt_neutral.wav,neutral
953,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_should_neutral.wav,neutral
954,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_shout_neutral.wav,neutral
955,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_size_neutral.wav,neutral
956,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_soap_neutral.wav,neutral
957,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_soup_neutral.wav,neutral
958,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_sour_neutral.wav,neutral
959,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_south_neutral.wav,neutral
960,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_sub_neutral.wav,neutral
961,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_such_neutral.wav,neutral
962,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_sure_neutral.wav,neutral
963,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_take_neutral.wav,neutral
964,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_talk_neutral.wav,neutral
965,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_tape_neutral.wav,neutral
966,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_team_neutral.wav,neutral
967,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_tell_neutral.wav,neutral
968,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_thin_neutral.wav,neutral
969,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_third_neutral.wav,neutral
970,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_thought_neutral.wav,neutral
971,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_thumb_neutral.wav,neutral
972,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_time_neutral.wav,neutral
973,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_tip_neutral.wav,neutral
974,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_tire_neutral.wav,neutral
975,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_ton_neutral.wav,neutral
976,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_tool_neutral.wav,neutral
977,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_tough_neutral.wav,neutral
978,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_turn_neutral.wav,neutral
979,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_vine_neutral.wav,neutral
980,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_voice_neutral.wav,neutral
981,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_void_neutral.wav,neutral
982,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_vote_neutral.wav,neutral
983,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_wag_neutral.wav,neutral
984,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_walk_neutral.wav,neutral
985,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_wash_neutral.wav,neutral
986,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_week_neutral.wav,neutral
987,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_wheat_neutral.wav,neutral
988,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_when_neutral.wav,neutral
989,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_which_neutral.wav,neutral
990,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_whip_neutral.wav,neutral
991,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_white_neutral.wav,neutral
992,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_wife_neutral.wav,neutral
993,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_wire_neutral.wav,neutral
994,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_witch_neutral.wav,neutral
995,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_yearn_neutral.wav,neutral
996,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_yes_neutral.wav,neutral
997,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_young_neutral.wav,neutral
998,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OAF_youth_neutral.wav,neutral
999,./dataset\TESS Toronto emotional speech set data\OAF_neutral\OA_bite_neutral.wav,neutral
1000,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_back_ps.wav,ps
1001,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bar_ps.wav,ps
1002,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_base_ps.wav,ps
1003,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bath_ps.wav,ps
1004,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bean_ps.wav,ps
1005,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_beg_ps.wav,ps
1006,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bite_ps.wav,ps
1007,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_boat_ps.wav,ps
1008,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bone_ps.wav,ps
1009,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_book_ps.wav,ps
1010,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_bought_ps.wav,ps
1011,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_burn_ps.wav,ps
1012,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_cab_ps.wav,ps
1013,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_calm_ps.wav,ps
1014,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_came_ps.wav,ps
1015,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_cause_ps.wav,ps
1016,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chain_ps.wav,ps
1017,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chair_ps.wav,ps
1018,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chalk_ps.wav,ps
1019,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chat_ps.wav,ps
1020,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_check_ps.wav,ps
1021,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_cheek_ps.wav,ps
1022,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_chief_ps.wav,ps
1023,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_choice_ps.wav,ps
1024,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_cool_ps.wav,ps
1025,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dab_ps.wav,ps
1026,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_date_ps.wav,ps
1027,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dead_ps.wav,ps
1028,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_death_ps.wav,ps
1029,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_deep_ps.wav,ps
1030,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dime_ps.wav,ps
1031,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dip_ps.wav,ps
1032,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_ditch_ps.wav,ps
1033,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dodge_ps.wav,ps
1034,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_dog_ps.wav,ps
1035,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_doll_ps.wav,ps
1036,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_door_ps.wav,ps
1037,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fail_ps.wav,ps
1038,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fall_ps.wav,ps
1039,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_far_ps.wav,ps
1040,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fat_ps.wav,ps
1041,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fit_ps.wav,ps
1042,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_five_ps.wav,ps
1043,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_food_ps.wav,ps
1044,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gap_ps.wav,ps
1045,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gas_ps.wav,ps
1046,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gaze_ps.wav,ps
1047,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_germ_ps.wav,ps
1048,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_get_ps.wav,ps
1049,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gin_ps.wav,ps
1050,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_goal_ps.wav,ps
1051,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_good_ps.wav,ps
1052,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_goose_ps.wav,ps
1053,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gun_ps.wav,ps
1054,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_half_ps.wav,ps
1055,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hall_ps.wav,ps
1056,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hash_ps.wav,ps
1057,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hate_ps.wav,ps
1058,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_have_ps.wav,ps
1059,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_haze_ps.wav,ps
1060,./dataset\TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_hire_ps.wav,ps
